key,name,latitude,longitude,address,pub_start,pub_end,tel,opentime,wifi,newlatte
215,カフェゴーガ 浅草駅前店,35.7119741377,139.79800875,東京都台東区花川戸1-5-1,,,03-5828-1318,"07:00～22:00
定休日： 不定休
",1,0
216,カフェゴーガ 静岡 丸井店,34.9739812172,138.387690413,静岡県静岡市葵区伝馬町5-4丸井静岡店,,,054-221-8121,"月～金： 07:00～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",0,1
217,カフェゴーガ 新潟ラフォーレ店,37.9224953547,139.043591838,新潟県新潟市中央区西堀通6-866ラフォーレ原宿新潟店B1F,,,025-226-5902,"08:00～22:00
定休日： 不定休
",1,1
218,カフェゴーガ 水戸 シルバーインホテル店,36.372711397,140.474760177,茨城県水戸市宮町2-3-28水戸シルバーインホテル,,,029-224-4825,"月～土： 07:00～22:00
    日祝： 07:30～21:00
定休日： 不定休
",1,1
219,カフェゴーガ ダイエー市川コルトンプラザ店,35.7165207637,139.934838566,千葉県市川市鬼高1-1-1ダイエー市川コルトンプラザ,,,047-376-5670,"10:00～21:00
定休日： 不定休
",1,0
22,カフェゴーガ 丸の内三菱ビル店,35.67977698,139.763571426,東京都千代田区丸の内2-5-2三菱ビル,,,03-5288-9050,"月～金： 07:00～21:00
    土日祝： 08:00～20:00
定休日： 不定休
",1,1
220,カフェゴーガ 横浜公園店,35.4455554377,139.64046188,神奈川県横浜市中区日本大通り60朝日生命横浜ビル1F,,,045-212-3906,"07:00～22:00
定休日： 不定休
",1,1
221,カフェゴーガ 神戸旧居留地店,34.6879884427,135.189462803,兵庫県神戸市中央区栄町通1-2-1ＭＲＳＸビル,,,078-392-3107,"月～木： 07:00～22:00
    金： 07:00～23:00
    土日祝： 08:00～23:00
定休日： 不定休
",1,1
222,カフェゴーガ 川越クレアモール店,35.911905578,139.482659067,埼玉県川越市新富町2-11-1丸広アネックス,,,049-226-5507,"09:00～21:00
定休日： 不定休
",1,0
223,カフェゴーガ 御徒町春日通り店,35.7078641865,139.775632742,東京都台東区上野6-2-1ヨシダビル,,,03-5818-2277,"07:00～22:30
定休日： 不定休
",1,0
224,カフェゴーガ 神戸元町駅前店,34.6896168794,135.189446896,兵庫県神戸市中央区三宮町3-7-6神戸フクトクビル,,,078-332-2277,"月～金： 07:00～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
225,カフェゴーガ 相模大野レガロ店,35.5324870019,139.435394352,神奈川県相模原市南区相模大野3-16-1レガロ1F,,,042-740-1251,"07:00～22:30
定休日： 不定休
",1,1
226,カフェゴーガ ゆめタウン大牟田店,33.0366984608,130.453989061,福岡県大牟田市旭町2-28ゆめタウン大牟田,,,0944-53-8833,"09:30～22:00
定休日： 不定休
",1,0
227,カフェゴーガ 大和オークシティ店,35.4890836921,139.457213983,神奈川県大和市下鶴間1-2-1イオン大和ショッピングセンター,,,046-200-3520,"月～金： 10:00～23:00
    土日祝： 09:00～23:00
定休日： 不定休
",1,0
228,カフェゴーガ ルミネ藤沢店,35.3388419533,139.487246184,神奈川県藤沢市藤沢438-1ルミネ藤沢,,,0466-27-5186,"07:00～22:30
定休日： 不定休
",1,1
229,カフェゴーガ 松坂屋 豊田店,35.0868590016,137.155041753,愛知県豊田市西町6-85-1松坂屋豊田店,,,0565-35-6252,"月～金： 07:30～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,1
23,カフェゴーガ ゲートシティ大崎店,35.619168454,139.731266066,東京都品川区大崎1-11-1ゲートシティ大崎,,,03-5496-3027,"07:00～22:30
定休日： 不定休
",1,0
230,カフェゴーガ 新宿新南口店,35.6888554975,139.702481637,東京都新宿区新宿4-1-9新宿ユースビル1F,,,03-3356-4580,"07:00～23:00
定休日： 不定休
",1,1
232,カフェゴーガ 池袋サンシャインシティ アルパ店,35.7298180548,139.718056513,東京都豊島区東池袋3-1-1サンシャインシティアルパ2F,,,03-3980-8161,"月～金： 07:00～22:00
    土日祝： 07:30～22:00
定休日： 不定休
",1,1
233,カフェゴーガ なんば南海通店,34.6651610683,135.502147053,大阪府大阪市中央区難波千日前12-30難波長和ビル,,,06-6643-7570,"07:00～22:30
定休日： 不定休
",1,1
234,カフェゴーガ 千葉パルコ店,35.609685997,140.120934141,千葉県千葉市中央区中央2-2-2千葉パルコ,,,043-224-6520,"08:00～22:00
定休日： 不定休
",1,0
235,カフェゴーガ 札幌グランドホテル店,43.0630144394,141.351145716,北海道札幌市中央区北1条西4丁目札幌グランドホテル1F,,,011-222-8060,"月～金： 07:00～22:00
    土日祝： 07:30～22:00
定休日： 不定休
",1,1
236,カフェゴーガ 仙台駅東口店,38.2595064861,140.885795549,宮城県仙台市宮城野区榴岡1-2-10エンドウビル1F,,,022-293-1501,"07:00～22:00
定休日： 不定休
",1,0
237,カフェゴーガ 高松丸亀町フェスタ店,34.3430204329,134.049746951,香川県高松市丸亀町6-1フェスタ河野１,,,087-826-7401,"月～木： 08:00～21:30
    金土： 08:00～22:00
    日祝： 08:00～21:30
定休日： 不定休
",1,1
238,カフェゴーガ アトレ上野店,35.7121240262,139.776639962,東京都台東区上野7-1-1アトレ上野1F,,,03-5826-5855,"07:00～23:00
定休日： 不定休
",1,0
239,カフェゴーガ 飯田橋メトロピア店,35.7019753734,139.74391287,東京都新宿区神楽坂1-13南北線飯田橋駅構内,,,03-3269-3898,"月～金： 06:30～22:30
    土： 07:00～22:30
    日祝： 07:00～21:30
定休日： 不定休
",0,0
24,カフェゴーガ 池袋明治通り店,35.7278098271,139.711806846,東京都豊島区南池袋1-18-17Ｉ＆Ｋビル1F,,,03-3590-0065,"月～木： 07:00～22:30
    金土日祝： 07:00～23:00
定休日： 不定休
",1,1
240,カフェゴーガ メディアモール天神店,33.5907557651,130.40054882,福岡県福岡市中央区天神1-10-13天神ＭＭＴビル1F,,,092-713-8781,"07:00～23:00
定休日： 不定休
",1,1
241,カフェゴーガ ホテル京阪　ユニバーサル・タワー店,34.668174909,135.43833027,大阪府大阪市此花区島屋6-2-45ホテル京阪ユニバーサル・タワー,,,06-6468-8784,"07:00～22:00
定休日： 不定休
",1,1
242,カフェゴーガ 熊本Ｎｅｗ－Ｓ店,32.8031973638,130.710647109,熊本県熊本市中央区上通町2-2Ｎｅｗ－Ｓ,,,096-327-5077,"月～木： 08:00～22:00
    金土： 08:00～23:00
    日祝： 08:00～22:00
定休日： 不定休
",1,0
243,カフェゴーガ 吉祥寺駅前店,35.7039948028,139.580488849,東京都武蔵野市吉祥寺本町1-15-9吉祥寺岩崎ビル,,,0422-20-2406,"06:30～23:00
定休日： 不定休
",1,0
244,カフェゴーガ 高松瓦町駅店,34.3392753269,134.05254828,香川県高松市常磐町1-3-1琴電瓦町ビル,,,087-812-7121,"08:00～21:00
定休日： 不定休
",1,1
245,カフェゴーガ 川崎 丸井店,35.529797962,139.696531122,神奈川県川崎市川崎区日進町1-11丸井川崎店,,,044-246-6765,"07:00～23:00
定休日： 不定休
",0,1
246,カフェゴーガ 福岡赤坂門店,33.5888119164,130.390948874,福岡県福岡市中央区大名2-4-22新日本ビル1F,,,092-732-0223,"月～木： 07:00～22:00
    金： 07:00～23:00
    土： 08:00～23:00
    日祝： 08:00～21:00
定休日： 不定休
",1,1
247,カフェゴーガ 大手町東京サンケイビル店,35.6871056713,139.765331498,東京都千代田区大手町1-7-2東京サンケイビルB1階,,,03-5204-8207,"月～金： 07:00～21:00
    土： 09:00～18:00
定休日： 日・祝
",1,1
248,カフェゴーガ 錦糸町 丸井店,35.6950539986,139.813652674,東京都墨田区江東橋3-9-10丸井錦糸町店,,,03-3631-4701,"07:00～22:30
定休日： 不定休
",0,1
249,カフェゴーガ 戸塚店,35.4013074902,139.534724921,神奈川県横浜市戸塚区戸塚町10ラピス戸塚１1F,,,045-881-5355,"07:00～22:00
定休日： 不定休
",1,1
25,カフェゴーガ 井の頭公園店,35.7007992717,139.578221962,東京都武蔵野市吉祥寺南町1-15-7重川ビル,,,0422-47-3406,"08:00～22:30
定休日： 不定休
",1,0
250,カフェゴーガ 名駅地下街 ユニモール店,35.171505516,136.885426635,愛知県名古屋市中村区名駅4-5-26先ユニモール,,,052-565-8757,"07:30～21:30
定休日： 不定休
",1,0
251,カフェゴーガ ヴィーナスフォート ファミリー店,35.6252689523,139.781245801,東京都江東区青海1-3-15ヴィーナスフォートファミリー,,,03-5500-5090,"月～金： 09:30～21:00
    土日祝： 09:30～22:00
定休日： 不定休
",1,0
252,カフェゴーガ 海老名店,35.4518004535,139.393359891,神奈川県海老名市中央1-4-1ビナウォーク５番館,,,046-234-3068,"07:00～22:30
定休日： 不定休
",1,0
253,カフェゴーガ 北浦和駅前店,35.8720410156,139.645268231,埼玉県さいたま市浦和区北浦和4-5-2伊吹ビル,,,048-825-3988,"07:00～22:00
定休日： 不定休
",1,1
254,カフェゴーガ 横浜西口店,35.4656057066,139.61960991,神奈川県横浜市西区南幸1-9-13葉山ビル,,,045-316-3743,"07:00～23:00
定休日： 不定休
",1,1
255,カフェゴーガ ザ・モールみずほ１６店,35.7846907274,139.348325803,東京都西多摩郡瑞穂町高根623ザ・モールみずほ１６,,,042-556-1025,"10:00～21:00
定休日： 不定休
",1,1
256,カフェゴーガ 成田空港第２ターミナル店,35.7735475888,140.388526873,千葉県成田市古込1-1成田空港第２旅客ターミナルビル,,,0476-34-6358,"07:00～21:30
定休日： 不定休
",0,0
257,カフェゴーガ 渋谷２丁目店,35.6606030453,139.707149217,東京都渋谷区渋谷2-9-8マトリクス・ワンビル,,,03-3406-0180,"月～木： 07:00～22:00
    金土： 07:00～22:30
    日祝： 07:00～22:00
定休日： 不定休
",1,0
258,カフェゴーガ 中目黒駅前店,35.6435002915,139.699204831,東京都目黒区上目黒2-1-1中目黒ゲートタウンタワーB1F,,,03-3792-5261,"07:00～22:30
定休日： 不定休
",1,1
259,カフェゴーガ 香林坊１０９店,36.562770707,136.653334902,石川県金沢市香林坊2-1-1ＫＯＨＲＩＮＢＯ１０９,,,076-220-5147,"月～木： 07:00～22:00
    金土： 07:00～23:00
    日祝： 07:00～22:00
定休日： 不定休
",1,1
26,カフェゴーガ アクセス表参道店,35.6646749105,139.7116431,東京都港区北青山3-6-17アクセス表参道ビル,,,03-5466-2510,"月～金： 07:00～22:30
    土： 08:00～22:30
    日祝： 08:00～22:00
定休日： 不定休
",1,1
260,カフェゴーガ パークプレイス大分店,33.1956574723,131.657025442,大分県大分市公園通り西2-1パークプレイス大分,,,097-520-7715,"月～木： 09:30～22:30
    金： 09:30～23:00
    土： 09:00～23:00
    日祝： 09:00～22:30
定休日： 不定休
",1,0
261,カフェゴーガ 栄 チェリープラザ店,35.1657284123,136.904541703,愛知県名古屋市中区栄3-19-8栄ミナミ平和ビル,,,052-238-6536,"月～木： 07:00～22:00
    金： 07:00～23:00
    土： 08:00～23:00
    日祝： 08:00～22:00
定休日： 不定休
",1,1
262,カフェゴーガ ゆりかもめ新橋駅店,35.6656517493,139.759283543,東京都港区東新橋1-1-8,,,03-3574-8860,"07:00～22:30
定休日： 不定休
",1,1
263,カフェゴーガ 栄広小路店,35.1690614131,136.905915879,愛知県名古屋市中区錦3-24-24錦324ビル,,,052-955-1518,"月～木： 07:00～22:30
    金： 07:00～23:00
    土： 08:00～23:00
    日祝： 08:00～22:00
定休日： 不定休
",1,0
264,カフェゴーガ 武蔵ヶ辻めいてつエムザ店,36.5715564636,136.65503519,石川県金沢市武蔵町15-1めいてつエムザ,,,076-260-5540,"07:00～22:00
定休日： 不定休
",1,0
265,カフェゴーガ 茅場町店,35.6794078752,139.780753349,東京都中央区日本橋茅場町1-12-2樋口本店ビル1F,,,03-3660-1615,"月～金： 06:30～22:00
    土： 07:00～20:00
    日祝： 08:00～20:00
定休日： 不定休
",1,1
266,カフェゴーガ 多摩センター三越店,35.6228138294,139.425216871,東京都多摩市落合1-46-1多摩センター三越店,,,042-338-2361,"07:00～22:00
定休日： 不定休
",0,1
267,カフェゴーガ 丸の内ビル店,35.6810021351,139.764045774,東京都千代田区丸の内2-4-1丸の内ビルディング,,,03-5220-7748,"07:00～22:00
定休日： 不定休
",1,0
268,カフェゴーガ 池袋西口店,35.7310458173,139.708795003,東京都豊島区西池袋1-17-10エキニア池袋,,,03-5951-1007,"月～金： 07:00～22:30
    土日祝： 08:00～22:30
定休日： 不定休
",1,0
269,カフェゴーガ すすきのイトーヨーカドー店,43.0553269566,141.352763714,北海道札幌市中央区南4条西4丁目1,,,011-533-8191,"07:30～22:00
定休日： 不定休
",1,1
27,カフェゴーガ ららぽーとTOKYO-BAY　北館店,35.6858911324,139.99102281,千葉県船橋市浜町2-1-1ららぽーとTOKYO-BAY北館１Ｆ,,,047-433-7720,"09:00～22:00
定休日： 不定休
",1,0
270,カフェゴーガ 仙台アエル店,38.2625924684,140.881412438,宮城県仙台市青葉区中央1-3-1仙台ＡＥＲ,,,022-723-8039,"07:30～21:00
定休日： 不定休
",1,1
271,カフェゴーガ 札幌南一条店,43.0591565839,141.354881139,北海道札幌市中央区南1条西2丁目5南一条Ｋビル1F,,,011-221-1216,"07:30～22:00
定休日： 不定休
",1,1
272,カフェゴーガ 阪急池田駅店,34.8217013207,135.425585092,大阪府池田市栄町1-1阪急池田ブランマルシェ２番館,,,0727-53-3720,"月～金： 07:00～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
273,カフェゴーガ ＪＲ高槻駅南店,34.8500183312,135.61867053,大阪府高槻市紺屋町7‐12寺本ビル,,,0726-83-6153,"08:00～22:00
定休日： 不定休
",1,1
274,カフェゴーガ 大船ルミネウィング店,35.352832892,139.531241886,神奈川県鎌倉市大船1-4-1ルミネウィング,,,0467-48-5081,"07:00～22:30
定休日： 不定休
",1,1
275,カフェゴーガ 那覇国際通り牧志店,26.2165504722,127.688290573,沖縄県那覇市牧志2-1-1プランタビル,,,098-862-8026,"月～金： 07:30～24:00
    土日祝： 08:00～24:00
定休日： 不定休
",1,0
276,カフェゴーガ ルミネ新宿店,35.6890170894,139.699190514,東京都新宿区西新宿1-1-5ルミネ１新宿,,,03-3342-8678,"11:00～23:00
定休日： 不定休
",1,1
277,カフェゴーガ 中之島三井ビル店,34.6935803882,135.494111967,大阪府大阪市北区中之島3-3-3中之島三井ビルディング,,,06-4803-9031,"月～金： 07:00～20:00
    土： 08:00～19:00
定休日： 日・祝
",1,1
278,カフェゴーガ 山科駅前店,34.9923371295,135.817055835,京都府京都市山科区安朱中小路町5山科駅NKビル,,,075-582-6811,"07:00～23:00
定休日： 不定休
",1,1
279,カフェゴーガ 金山駅南口店,35.1421622618,136.901103351,愛知県名古屋市熱田区金山町1-2-26ヤガミ金山ビル,,,052-678-1471,"07:00～22:00
定休日： 不定休
",1,0
28,カフェゴーガ 麻布十番店,35.6557051901,139.736333407,東京都港区麻布十番1-11-14ＳＢＳビル,,,03-5575-0917,"月～木： 06:30～22:00
    金： 06:30～22:30
    土： 07:00～22:30
    日祝： 07:00～22:00
定休日： 不定休
",1,1
280,カフェゴーガ 桜橋プラザビル店,34.6980685504,135.495890502,大阪府大阪市北区曽根崎新地1-4-12桜橋プラザビル,,,06-6346-0381,"月～金： 07:00～23:00
    土： 08:00～23:00
    日祝： 08:00～22:00
定休日： 不定休
",1,1
281,カフェゴーガ 栄公園 オアシス２１店,35.1717014664,136.909229094,愛知県名古屋市東区東桜1-11-1オアシス21,,,052-950-5160,"月～木： 07:00～22:00
    金土： 07:00～22:30
    日祝： 07:00～22:00
定休日： 不定休
",1,1
282,カフェゴーガ 泉中央セルバ店,38.3235248552,140.882287337,宮城県仙台市泉区泉中央1-4-1泉中央セルバ,,,022-218-3620,"月～土： 07:30～22:00
    日祝： 07:30～21:00
定休日： 不定休
",1,0
283,カフェゴーガ 長崎ゆめタウン夢彩都店,32.7464468186,129.870740864,長崎県長崎市元船町10－1ゆめタウン夢彩都,,,095-823-7303,"09:00～22:00
定休日： 不定休
",1,0
284,カフェゴーガ ルミネ立川店,35.6981633515,139.413985723,東京都立川市曙町2-1-1ルミネ立川,,,042-540-0930,"07:00～22:00
定休日： 不定休
",1,1
285,カフェゴーガ 大泉学園ゆめりあフェンテ店,35.7494880916,139.586167116,東京都練馬区東大泉5-43-1ゆめりあフェンテ,,,03-5933-0261,"07:00～22:00
定休日： 不定休
",1,0
286,カフェゴーガ 神保町１丁目店,35.6961857215,139.760193451,東京都千代田区神田神保町1-2アイピー第一ビル,,,03-5217-0325,"月～金： 07:00～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
287,カフェゴーガ 千里中央店,34.8098149151,135.494968766,大阪府豊中市新千里東町1-3-221せんちゅうパル,,,06-6871-4588,"月～金： 07:30～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
288,カフェゴーガ 高松ゆめタウン店,34.3169505918,134.04232599,香川県高松市三条町中所608-1ゆめタウン高松,,,087-868-5613,"09:30～22:00
定休日： 不定休
",1,0
289,カフェゴーガ 美浜アメリカンビレッジ店,26.3162151961,127.757987696,沖縄県中頭郡北谷町美浜16-2美浜メディアステーション,,,098-921-7235,"月～木： 09:00～23:00
    金土： 09:00～24:00
    日祝： 09:00～23:00
定休日： 不定休
",1,1
29,カフェゴーガ 麹町店,35.6842527401,139.739078254,東京都千代田区麹町3-2-5垣見麹町ビル別館1F,,,03-5226-3223,"月～金： 06:30～21:00
    土： 08:00～20:00
    日祝： 08:00～19:00
定休日： 不定休
",1,1
290,カフェゴーガ 新栄葵町店,35.170646786,136.921066215,愛知県名古屋市東区葵1-21-4,,,052-930-4817,"月～土： 07:00～22:00
    日祝： 08:00～22:00
定休日： 不定休
",1,1
291,カフェゴーガ 奈良西大寺駅前店,34.6942512025,135.783378469,奈良県奈良市西大寺東町2-1-63サンワシティ西大寺,,,0742-32-1550,"月～金： 07:30～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
292,カフェゴーガ 盛岡菜園店,39.7015931887,141.146865797,岩手県盛岡市菜園1-11-11ホテルロイヤル盛岡,,,019-606-0130,"07:30～21:00
定休日： 不定休
",1,0
293,カフェゴーガ 大宮西口店,35.9055920115,139.621486717,埼玉県さいたま市大宮区桜木町1-1-12NYビル,,,048-647-4882,"月～木： 07:00～22:00
    金： 07:00～22:30
    土： 08:00～22:30
    日祝： 08:00～22:00
定休日： 不定休
",1,1
294,カフェゴーガ 千葉中央駅店,35.6075167377,140.118255019,千葉県千葉市中央区本千葉町15-1ミラマーレショッピングセンターミーオ2,,,043-202-1501,"06:30～22:00
定休日： 不定休
",1,0
295,カフェゴーガ ベイシア西部モール店,36.3311440262,139.162139159,群馬県伊勢崎市宮子町3423-15ベイシア西部モール,,,0270-30-8155,"09:00～22:00
定休日： 不定休
",1,0
296,カフェゴーガ フルルガーデン八千代店,35.7218969822,140.117032354,千葉県八千代市村上南1-4-1フルルガーデン八千代,,,047-405-6931,"09:30～22:00
定休日： 不定休
",1,1
297,カフェゴーガ 那覇メインプレイス店,26.2251930106,127.695704004,沖縄県那覇市おもろまち4-4-9サンエー那覇メインプレイス,,,098-951-3349,"09:00～24:00
定休日： 不定休
",1,1
298,カフェゴーガ 川崎 ラ チッタデッラ店,35.528350366,139.698076338,神奈川県川崎市川崎区小川町4-1LACITTADELLA,,,044-223-1570,"07:00～23:00
定休日： 不定休
",1,1
299,カフェゴーガ 南青山骨董通り店,35.6614197519,139.714434685,東京都港区南青山5-4-27Barbizon104,,,03-5766-1405,"月～金： 07:00～22:00
    土： 08:00～22:00
    日祝： 08:00～21:00
定休日： 不定休
",1,1
3,カフェゴーガ 赤坂店,35.6677573055,139.740406403,東京都港区赤坂,,,03-3224-3495,"月～金： 07:00～20:30
    土： 08:00～19:00
    日祝： 09:00～19:00
定休日： 不定休
",1,1
30,カフェゴーガ 新横浜店,35.5086599119,139.61511469,神奈川県横浜市港北区新横浜2-5-1日総第１３ビル1F,,,045-471-3676,"07:00～22:00
定休日： 不定休
",1,0
300,カフェゴーガ あびこショッピングプラザ店,35.8765879954,140.009091973,千葉県我孫子市我孫子4-11-1あびこショッピングプラザ,,,04-7181-7951,"09:00～21:00
定休日： 不定休
",1,0
301,カフェゴーガ 武蔵小杉北口店,35.5774783195,139.659110645,神奈川県川崎市中原区小杉町1-403STMビル,,,044-738-3137,"07:00～22:00
定休日： 不定休
",1,0
302,カフェゴーガ 広尾店,35.6504041149,139.721829578,東京都渋谷区広尾5-14-5ノースゲートビル,,,03-3473-8720,"月～土： 07:00～22:00
    日祝： 07:00～21:30
定休日： 不定休
",1,1
303,カフェゴーガ 有楽町ビル店,35.6748796994,139.762045111,東京都千代田区有楽町1-10-1有楽町ビル,,,03-5288-7075,"月～金： 08:00～22:00
    土： 09:00～21:00
    日祝： 09:00～20:00
定休日： 不定休
",1,1
304,カフェゴーガ 北大路関西電力ビル店,35.043829755,135.757888655,京都府京都市北区小山北上総町50-1,,,075-494-1388,"08:00～22:00
定休日： 不定休
",0,1
305,カフェゴーガ 熊本シャワー通り店,32.7986889067,130.707758945,熊本県熊本市中央区下通2-3-1エスキュービック,,,096-327-5755,"08:00～23:00
定休日： 不定休
",1,1
306,カフェゴーガ イオンモール伊丹店,34.782201056,135.422995459,兵庫県伊丹市藤ノ木1-1-1,,,072-771-7188,"09:00～22:00
定休日： 不定休
",1,0
307,カフェゴーガ ザ・モール春日井店,35.2588400913,136.982432891,愛知県春日井市六軒屋町東丘22ザ・モール春日井,,,0568-87-5631,"10:00～21:00
定休日： 不定休
",1,1
308,カフェゴーガ ＪＲ明石駅店,34.6492388823,134.993247828,兵庫県明石市大明石町1-1-23ステーションプラザ明石,,,078-919-1191,"06:30～22:00
定休日： 不定休
",1,1
309,カフェゴーガ 岡山一番街店,34.6651492448,133.918723833,岡山県岡山市北区駅元町一番街地下３号岡山一番街,,,086-236-0363,"月～木： 07:00～22:00
    金土： 07:00～22:30
    日祝： 07:00～22:00
定休日： 不定休
",1,1
31,カフェゴーガ 西新宿三井ビル店,35.6951879185,139.689029685,東京都新宿区西新宿6-24-1西新宿三井ビル,,,03-5323-5631,"月～金： 07:30～20:00
    土： 10:00～18:00
定休日： 日・祝
",1,0
310,カフェゴーガ やすな大宮店,35.9072638384,139.62498996,埼玉県さいたま市大宮区大門町1-94やすなビル,,,048-658-5077,"月～木： 07:00～22:30
    金土： 07:00～23:00
    日祝： 07:00～22:00
定休日： 不定休
",1,0
311,カフェゴーガ イオン那覇ショッピングセンター店,26.1967235964,127.666228041,沖縄県那覇市金城5-10-2イオン那覇ショッピングセンター,,,098-852-1140,"月～土： 10:00～24:00
    日： 09:00～24:00
    祝： 10:00～24:00
定休日： 不定休
",1,0
312,カフェゴーガ 京都新京極店,35.0076407358,135.76736509,京都府京都市中京区新京極通三条下ル桜之町421小町ビル,,,075-254-6877,"07:30～22:00
定休日： 不定休
",1,1
313,カフェゴーガ イオンモール高岡店,36.7235932053,137.017824171,富山県高岡市下伏間江383,,,0766-32-1167,"10:00～23:00
定休日： 不定休
",1,0
314,カフェゴーガ 大手町ビル店,35.6864018506,139.764923786,東京都千代田区大手町1-6-1大手町ビル,,,03-5288-7330,"月～金： 07:00～22:00
    土： 07:00～21:00
定休日： 日・祝
",1,0
315,カフェゴーガ 渋谷オルガン坂店,35.6622154995,139.698494861,東京都渋谷区宇田川町14-14渋谷Ｋビル,,,03-5459-7235,"07:30～22:30
定休日： 不定休
",1,0
316,カフェゴーガ 成田空港第１ターミナル店,35.763311383,140.384035773,千葉県成田市三里塚御料牧場1-1成田空港第１旅客ターミナル中央ビル,,,0476-33-5005,"07:00～21:00
定休日： 不定休
",0,0
317,カフェゴーガ 六本木ヒルズ メトロハット／ハリウッドプラザ店,35.6615941642,139.729563143,東京都港区六本木6-4-1メトロハット/ハリウッドプラザ,,,03-3403-7716,"07:00～23:00
定休日： 不定休
",1,1
318,カフェゴーガ 六本木ヒルズ ウエストウォーク店,35.660447052,139.728840756,東京都港区六本木6-10-1森タワー,,,03-3403-7713,"07:00～23:00
定休日： 不定休
",1,1
319,カフェゴーガ 汐留シティセンター店,35.6654981849,139.761018406,東京都港区東新橋1-5-2汐留シティセンター,,,03-5537-2780,"月～金： 07:00～22:00
    土： 10:00～19:00
    日祝： 10:00～18:00
定休日： 不定休
",1,1
32,カフェゴーガ 青山骨董通り店,35.6627926011,139.711029071,東京都港区南青山5-10-1H2AOYAMABUILDING,,,03-5468-1608,"月～金： 07:00～22:30
    土： 08:00～22:30
    日祝： 08:00～22:00
定休日： 不定休
",1,0
320,カフェゴーガ イオンモール鈴鹿店,34.8719502682,136.531776743,三重県鈴鹿市庄野羽山4-1-2,,,0593-75-0509,"10:00～22:00
定休日： 不定休
",1,0
321,カフェゴーガ イオン札幌桑園店,43.0691653983,141.332391713,北海道札幌市中央区北8条西14丁目28イオン札幌桑園ショッピングセンター,,,011-204-7254,"08:00～23:00
定休日： 不定休
",1,1
323,カフェゴーガ イオン若松店,33.8919389853,130.743508414,福岡県北九州市若松区二島1-3-1イオン若松ショッピングセンター,,,093-772-1512,"09:00～22:00
定休日： 不定休
",1,1
324,カフェゴーガ 阿佐ヶ谷駅前店,35.7048081797,139.635671173,東京都杉並区阿佐谷南3-58-1,,,03-5327-6095,"07:00～22:30
定休日： 不定休
",1,0
325,カフェゴーガ ザ・モール仙台長町 Ｐａｒｔ２店,38.2261207404,140.877206411,宮城県仙台市太白区長町7-20-3ザ・モール仙台長町Part2,,,022-304-3552,"10:00～21:00
定休日： 不定休
",1,1
326,カフェゴーガ 八王子東急スクエア店,35.657423338,139.33867302,東京都八王子市旭町9-1八王子東急スクエア1F,,,0426-43-8038,"07:00～22:00
定休日： 不定休
",1,1
327,カフェゴーガ 国立店,35.6977181431,139.447035221,東京都国立市東1-6,,,042-580-2561,"07:00～22:00
定休日： 不定休
",1,1
328,カフェゴーガ 飯田橋アイガーデンテラス店,35.7010728042,139.750327101,東京都千代田区飯田橋3-10-9アイガーデンテラス,,,03-3239-8222,"月～金： 07:00～21:00
    土日祝： 07:00～19:00
定休日： 不定休
",1,0
329,カフェゴーガ 静岡　市役所前店,34.974506902,138.38240555,静岡県静岡市葵区呉服町2-2-9呉服町共同ビル,,,054-205-6121,"07:00～22:00
定休日： 不定休
",1,1
33,カフェゴーガ 横浜ランドマークプラザ店,35.4544737693,139.631365002,神奈川県横浜市西区みなとみらい2-2-1横浜ランドマークタワー,,,045-225-0317,"07:00～22:30
定休日： 不定休
",1,0
330,カフェゴーガ 湘南台イトーヨーカドー店,35.3927607649,139.447225914,神奈川県藤沢市石川6-2-1イトーヨーカドー湘南台店,,,0466-86-6383,"10:00～21:30
定休日： 不定休
",1,1
331,カフェゴーガ 札幌ステラプレイス センター1階店,43.0678630831,141.350900791,北海道札幌市中央区北5条西2丁目5JRタワー「ステラプレイス」,,,011-209-5305,"07:00～23:00
定休日： 不定休
",1,0
332,カフェゴーガ 覚王山店,35.1666127605,136.952155763,愛知県名古屋市千種区末盛通1-1末盛ビル,,,052-757-3773,"月～金： 07:00～22:00
    土日祝： 08:00～22:00
定休日： 不定休
",1,0
333,カフェゴーガ 佐野プレミアム・アウトレット店,36.2925556083,139.604816672,栃木県佐野市越名町２０５８番地佐野プレミアム・アウトレット３７０区,,,0283-27-3033,"09:30～20:30
定休日： 不定休
",1,0
334,カフェゴーガ ＪＲ東京駅日本橋口店,35.6833050317,139.769048308,東京都千代田区丸の内1-9-1丸の内中央ビル,,,03-5219-6066,"07:00～22:30
定休日： 不定休
",1,1
335,カフェゴーガ 玉川高島屋Ｓ・Ｃ店,35.6133105898,139.626837786,東京都世田谷区玉川3-17-1玉川高島屋Ｓ・Ｃ(南館７階),,,03-5797-3121,"10:00～23:00
定休日： 不定休
",1,1
